STUDENT ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION ,DESTINATION (including deferrals)
24200,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Lowest,Australia,Yes,Certificates/diplomas,Certificates/diplomas
24201,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
24202,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,F,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
24203,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,M,VCE non-VET,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
24204,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
24205,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCAL only,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
24206,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Cardinia,F,VCAL only,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
24207,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Ballarat,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
24208,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
24209,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
24210,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
24211,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Hume,F,VCE non-VET,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
24212,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Moorabool,F,VCAL only,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
24213,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Kingston,F,VCAL only,Upper-middle,United Kingdom,No,NILFET,NILFET
24214,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,M,VCE non-VET,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
24215,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,Lowest,Australia,No,NILFET,NILFET
24216,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
24217,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
24218,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,F,VCE non-VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
24219,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
24220,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,M,VCE non-VET,Upper-middle,Singapore,No,Bachelor degree,Bachelor degree
24221,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Stonnington,M,VCE non-VET,Lower-middle,India,Yes,Bachelor degree,Bachelor degree
24222,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE VET,Lowest,United Kingdom,No,Looking for work,Looking for work
24223,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,M,VCE VET,Highest,Other,Yes,Bachelor degree,Bachelor degree
24224,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Hume,F,VCE non-VET,Lowest,Turkey,Yes,Bachelor degree,Bachelor degree
24225,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,F,VCE non-VET,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
24226,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Lower-middle,Australia,Yes,Certificates/diplomas,Certificates/diplomas
24227,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,F,IB,Highest,Malaysia,No,Bachelor degree,Bachelor degree
24228,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,M,VCE non-VET,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
24229,SOUTH-WESTERN VICTORIA,Metropolitan,Adult,Melbourne,M,VCE VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
24230,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
24231,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Highest,Hong Kong (SAR of China),Yes,Bachelor degree,Bachelor degree
24232,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Brimbank,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
24233,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Maribyrnong,M,VCAL only,Lowest,Australia,Yes,Certificates/diplomas,Certificates/diplomas
24234,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
24235,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,F,VCAL only,Lower-middle,Australia,No,Looking for work,Looking for work
24236,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
24237,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,M,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
24238,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Mitchell,M,VCE VET,Upper-middle,Australia,No,Looking for work,Looking for work
24239,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE non-VET,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
24240,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Hume,F,VCE non-VET,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
24241,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Glen Eira,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
24242,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Hobsons Bay,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
24243,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,M,VCE non-VET,Lowest,Australia,Yes,Certificates/diplomas,Certificates/diplomas
24244,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE non-VET,Upper-middle,Sudan,Yes,Bachelor degree,Bachelor degree
24245,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Wyndham,M,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
24246,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,M,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
24247,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Glenelg,F,VCE non-VET,Lowest,Vietnam,Yes,Certificates/diplomas,Certificates/diplomas
24248,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
24249,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Maribyrnong,M,VCE non-VET,Lowest,Other,Yes,Bachelor degree,Bachelor degree
24250,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
24251,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Bendigo,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
24252,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE VET,Highest,Afghanistan,Yes,Certificates/diplomas,Certificates/diplomas
24253,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
24254,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
24255,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,Lowest,Australia,No,Looking for work,Looking for work
24256,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wangaratta,M,VCE VET,Lowest,Australia,No,Looking for work,Looking for work
24257,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Wyndham,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
24258,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,M,VCE non-VET,Highest,India,Yes,Bachelor degree,Bachelor degree
24259,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE non-VET,Lowest,Afghanistan,Yes,Certificates/diplomas,Certificates/diplomas
24260,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Darebin,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
24261,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
24262,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Wangaratta,M,VCE non-VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
24263,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,F,VCE non-VET,Highest,India,Yes,Bachelor degree,Bachelor degree
24264,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Wyndham,M,VCE VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
24265,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Cardinia,M,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
24266,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Hobsons Bay,M,VCE VET,Lowest,Australia,No,Looking for work,Looking for work
24267,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,Highest,China (excl. SARs and Taiwan Province),Yes,Certificates/diplomas,Certificates/diplomas
24268,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Hobsons Bay,F,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
24269,NORTH-EASTERN VICTORIA,Metropolitan,Government,Knox,F,VCE non-VET,Highest,Australia,No,Looking for work,Looking for work
24270,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
24271,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCAL only,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
24272,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
